seed,task,split,episode,difficulty,hazard,contact,ambiguity,delay,fragility,low_signal,latent_risk
0,deformable_fixture_alignment,combined_authority_stress,10,1.000000,0.726815,0.862092,0.746487,0.589360,0.855681,0.481801,0.405444
0,deformable_fixture_alignment,combined_authority_stress,11,1.000000,0.709860,0.903673,0.751496,0.563359,0.822543,0.546861,0.415574
0,deformable_fixture_alignment,combined_authority_stress,12,1.000000,0.698966,0.851999,0.719535,0.597224,0.787236,0.507552,0.395034
0,deformable_fixture_alignment,combined_authority_stress,13,1.000000,0.748265,0.966196,0.681355,0.537937,0.809508,0.481182,0.417175
0,deformable_fixture_alignment,combined_authority_stress,14,1.000000,0.664849,0.905859,0.732726,0.582076,0.766637,0.511189,0.395348
0,deformable_fixture_alignment,combined_authority_stress,15,1.000000,0.660696,0.897939,0.768961,0.635575,0.801902,0.517853,0.395297
0,deformable_fixture_alignment,combined_authority_stress,16,1.000000,0.713493,0.834493,0.682975,0.575884,0.780678,0.511414,0.396684
0,deformable_fixture_alignment,combined_authority_stress,17,1.000000,0.680035,0.916727,0.761551,0.534240,0.774062,0.503170,0.395889
0,deformable_fixture_alignment,combined_authority_stress,18,0.997274,0.661817,0.954098,0.722307,0.546050,0.772557,0.523305,0.400519
0,deformable_fixture_alignment,combined_authority_stress,19,1.000000,0.679360,0.885200,0.722074,0.542680,0.761324,0.516900,0.392506
0,deformable_fixture_alignment,combined_authority_stress,20,1.000000,0.663027,0.898503,0.684661,0.565695,0.810918,0.540671,0.403787
0,deformable_fixture_alignment,combined_authority_stress,21,1.000000,0.692857,0.854189,0.710064,0.509840,0.762465,0.504147,0.389255
0,deformable_fixture_alignment,combined_authority_stress,22,1.000000,0.648729,0.880053,0.689791,0.629684,0.797440,0.484618,0.392261
0,deformable_fixture_alignment,combined_authority_stress,23,1.000000,0.690072,0.822286,0.751193,0.632956,0.743064,0.509648,0.387690
0,deformable_fixture_alignment,combined_authority_stress,24,1.000000,0.733303,0.901373,0.692959,0.615272,0.770414,0.513632,0.408018
0,deformable_fixture_alignment,combined_authority_stress,25,1.000000,0.682687,0.925450,0.689728,0.519768,0.770343,0.506889,0.403873
0,deformable_fixture_alignment,combined_authority_stress,26,1.000000,0.715468,0.863050,0.697089,0.564254,0.784103,0.500914,0.400541
0,deformable_fixture_alignment,combined_authority_stress,27,1.000000,0.675413,0.855680,0.781858,0.569905,0.705587,0.525612,0.378812
0,deformable_fixture_alignment,combined_authority_stress,28,1.000000,0.618899,0.878596,0.722753,0.523240,0.750672,0.517924,0.379075
0,deformable_fixture_alignment,combined_authority_stress,29,1.000000,0.722996,0.857237,0.701953,0.585256,0.787225,0.494092,0.399345
0,deformable_fixture_alignment,combined_authority_stress,30,1.000000,0.716950,0.879589,0.678237,0.572733,0.796534,0.521117,0.402446
0,deformable_fixture_alignment,combined_authority_stress,31,1.000000,0.680309,0.858760,0.787653,0.557770,0.763792,0.547130,0.390510
1,fragile_reaching,nominal_shared_autonomy,0,0.708423,0.549484,0.237493,0.427108,0.171136,0.654577,0.134105,0.234827
1,fragile_reaching,nominal_shared_autonomy,1,0.639703,0.501654,0.263259,0.450995,0.222103,0.592006,0.136699,0.219875
1,fragile_reaching,nominal_shared_autonomy,2,0.659658,0.472439,0.248556,0.435695,0.193289,0.549556,0.197868,0.211365
1,fragile_reaching,nominal_shared_autonomy,3,0.693405,0.543945,0.294604,0.474075,0.201417,0.655257,0.137409,0.238280
1,fragile_reaching,nominal_shared_autonomy,4,0.685332,0.527915,0.222909,0.454584,0.249886,0.639092,0.160620,0.227223
1,fragile_reaching,nominal_shared_autonomy,5,0.723621,0.608378,0.263743,0.393479,0.213183,0.641165,0.170078,0.244592
1,fragile_reaching,nominal_shared_autonomy,6,0.733250,0.523814,0.287819,0.465654,0.186588,0.661598,0.162547,0.236897
1,fragile_reaching,nominal_shared_autonomy,7,0.719008,0.554475,0.300811,0.431896,0.208910,0.634820,0.148175,0.242556
1,fragile_reaching,nominal_shared_autonomy,8,0.704059,0.562938,0.293498,0.437851,0.227009,0.658054,0.151750,0.243527
1,fragile_reaching,nominal_shared_autonomy,9,0.690284,0.542171,0.273380,0.428386,0.199756,0.644972,0.157382,0.233313
1,fragile_reaching,nominal_shared_autonomy,10,0.656264,0.508150,0.259059,0.457982,0.174805,0.626733,0.136263,0.218720
1,fragile_reaching,nominal_shared_autonomy,11,0.717310,0.588565,0.291647,0.433463,0.192649,0.648337,0.166566,0.247037
1,fragile_reaching,nominal_shared_autonomy,12,0.705420,0.556222,0.349165,0.392752,0.234612,0.656602,0.147030,0.251067
1,fragile_reaching,nominal_shared_autonomy,13,0.703681,0.596131,0.275434,0.439980,0.255607,0.646544,0.174457,0.248313
1,fragile_reaching,nominal_shared_autonomy,14,0.711571,0.495199,0.318917,0.436989,0.135800,0.590517,0.156679,0.223944
1,fragile_reaching,nominal_shared_autonomy,15,0.647445,0.564741,0.314131,0.458964,0.109829,0.615081,0.137669,0.236692
1,fragile_reaching,nominal_shared_autonomy,16,0.683793,0.501417,0.245922,0.399635,0.169797,0.570966,0.170335,0.211396
1,fragile_reaching,nominal_shared_autonomy,17,0.726253,0.600603,0.303991,0.327634,0.186955,0.615611,0.144171,0.244186
1,fragile_reaching,nominal_shared_autonomy,18,0.697386,0.535044,0.275037,0.472301,0.196808,0.610264,0.164335,0.230461
1,fragile_reaching,nominal_shared_autonomy,19,0.664173,0.513704,0.320343,0.411257,0.170980,0.630624,0.098685,0.233680
1,fragile_reaching,nominal_shared_autonomy,20,0.692632,0.509055,0.351508,0.400067,0.175278,0.619983,0.161949,0.238226
1,fragile_reaching,nominal_shared_autonomy,21,0.673239,0.493339,0.297098,0.392351,0.111381,0.653265,0.154278,0.229750
1,fragile_reaching,nominal_shared_autonomy,22,0.711016,0.556720,0.248167,0.435269,0.183733,0.687666,0.159587,0.237659
1,fragile_reaching,nominal_shared_autonomy,23,0.685068,0.556897,0.315063,0.476841,0.182627,0.642151,0.165838,0.243358
1,fragile_reaching,nominal_shared_autonomy,24,0.698932,0.498257,0.285643,0.400720,0.222703,0.591137,0.143257,0.223072
1,fragile_reaching,nominal_shared_autonomy,25,0.660580,0.518813,0.290913,0.456763,0.205805,0.607286,0.163771,0.230266
1,fragile_reaching,nominal_shared_autonomy,26,0.715352,0.517778,0.302180,0.488917,0.251353,0.608341,0.148059,0.224625
1,fragile_reaching,nominal_shared_autonomy,27,0.694780,0.574081,0.259653,0.431530,0.203501,0.646607,0.133066,0.237468
1,fragile_reaching,nominal_shared_autonomy,28,0.703780,0.529605,0.269277,0.428048,0.160167,0.590881,0.161410,0.224001
1,fragile_reaching,nominal_shared_autonomy,29,0.658052,0.479260,0.275108,0.448256,0.167105,0.608544,0.142955,0.218990
1,fragile_reaching,nominal_shared_autonomy,30,0.723304,0.509497,0.281149,0.481219,0.165918,0.647866,0.180849,0.234551
1,fragile_reaching,nominal_shared_autonomy,31,0.661223,0.488987,0.235010,0.422713,0.238766,0.655260,0.131635,0.218633
1,fragile_reaching,intent_ambiguity_shift,0,0.733956,0.572070,0.356385,0.660913,0.259136,0.590763,0.299803,0.257632
1,fragile_reaching,intent_ambiguity_shift,1,0.718258,0.546711,0.294438,0.668106,0.289100,0.637331,0.317650,0.250896
1,fragile_reaching,intent_ambiguity_shift,2,0.772505,0.548461,0.318310,0.741288,0.282739,0.631391,0.281833,0.250582
1,fragile_reaching,intent_ambiguity_shift,3,0.688435,0.509202,0.275027,0.655514,0.228127,0.636089,0.374979,0.244163
1,fragile_reaching,intent_ambiguity_shift,4,0.743720,0.561088,0.345969,0.688936,0.211124,0.596751,0.316476,0.255264
1,fragile_reaching,intent_ambiguity_shift,5,0.725493,0.542072,0.311906,0.686211,0.259312,0.718771,0.307162,0.259671
1,fragile_reaching,intent_ambiguity_shift,6,0.713715,0.546629,0.316568,0.732634,0.278041,0.602174,0.298480,0.247058
1,fragile_reaching,intent_ambiguity_shift,7,0.769674,0.526294,0.326638,0.757681,0.273783,0.671211,0.306407,0.257937
1,fragile_reaching,intent_ambiguity_shift,8,0.766805,0.547954,0.344688,0.741129,0.267879,0.599007,0.362362,0.253092
1,fragile_reaching,intent_ambiguity_shift,9,0.731388,0.589872,0.306509,0.734927,0.249785,0.648175,0.328703,0.257330
1,fragile_reaching,intent_ambiguity_shift,10,0.730384,0.576770,0.245607,0.711402,0.262513,0.664444,0.357739,0.256823
1,fragile_reaching,intent_ambiguity_shift,11,0.716445,0.540645,0.262920,0.661802,0.228958,0.684474,0.288915,0.249339
1,fragile_reaching,intent_ambiguity_shift,12,0.770907,0.539577,0.287876,0.727793,0.265035,0.586882,0.363217,0.246045
1,fragile_reaching,intent_ambiguity_shift,13,0.788506,0.573090,0.303061,0.729637,0.233734,0.677854,0.327195,0.259423
1,fragile_reaching,intent_ambiguity_shift,14,0.734817,0.568230,0.312965,0.701363,0.298910,0.657666,0.378187,0.260708
1,fragile_reaching,intent_ambiguity_shift,15,0.793498,0.563645,0.344765,0.710081,0.265332,0.613646,0.325257,0.259028
1,fragile_reaching,intent_ambiguity_shift,16,0.765367,0.593570,0.282819,0.735138,0.262873,0.659677,0.323764,0.263294
1,fragile_reaching,intent_ambiguity_shift,17,0.729908,0.556824,0.350770,0.666615,0.236174,0.682959,0.324651,0.268599
1,fragile_reaching,intent_ambiguity_shift,18,0.744819,0.540757,0.375332,0.683331,0.248682,0.677645,0.336154,0.268759
1,fragile_reaching,intent_ambiguity_shift,19,0.799666,0.566606,0.301865,0.650397,0.269988,0.639576,0.302526,0.251233
1,fragile_reaching,intent_ambiguity_shift,20,0.693869,0.530876,0.293626,0.743989,0.243497,0.719810,0.338336,0.255418
1,fragile_reaching,intent_ambiguity_shift,21,0.754801,0.559169,0.375642,0.610880,0.338777,0.604945,0.286970,0.257621
1,fragile_reaching,intent_ambiguity_shift,22,0.725503,0.526093,0.337556,0.717949,0.248457,0.652658,0.276256,0.253764
1,fragile_reaching,intent_ambiguity_shift,23,0.747448,0.556586,0.350090,0.729605,0.249284,0.619057,0.309855,0.258317
1,fragile_reaching,intent_ambiguity_shift,24,0.746508,0.549621,0.341510,0.702794,0.232074,0.649067,0.328252,0.257210
1,fragile_reaching,intent_ambiguity_shift,25,0.748185,0.563784,0.335466,0.722399,0.238712,0.611605,0.321090,0.257024
1,fragile_reaching,intent_ambiguity_shift,26,0.755187,0.554060,0.378402,0.670957,0.315207,0.690501,0.311669,0.270987
1,fragile_reaching,intent_ambiguity_shift,27,0.757998,0.536083,0.286935,0.713652,0.241661,0.588666,0.321437,0.241306
1,fragile_reaching,intent_ambiguity_shift,28,0.759953,0.562449,0.282132,0.686459,0.326380,0.631443,0.278128,0.248204
1,fragile_reaching,intent_ambiguity_shift,29,0.713792,0.477881,0.326957,0.675846,0.226210,0.559007,0.337961,0.234609
1,fragile_reaching,intent_ambiguity_shift,30,0.766842,0.505024,0.343040,0.696383,0.208252,0.664288,0.337751,0.253912
1,fragile_reaching,intent_ambiguity_shift,31,0.761780,0.529330,0.251015,0.751892,0.281746,0.599975,0.399598,0.239136
1,fragile_reaching,contact_mode_shift,0,0.714597,0.597900,0.555286,0.423939,0.288736,0.679050,0.184670,0.293204
1,fragile_reaching,contact_mode_shift,1,0.735540,0.595607,0.578719,0.430491,0.225366,0.737060,0.197497,0.306369
1,fragile_reaching,contact_mode_shift,2,0.800113,0.620222,0.584355,0.496597,0.283031,0.700832,0.200151,0.306147
1,fragile_reaching,contact_mode_shift,3,0.763635,0.572665,0.562777,0.452209,0.262403,0.740288,0.207402,0.296232
1,fragile_reaching,contact_mode_shift,4,0.709442,0.616275,0.490259,0.525375,0.209430,0.683601,0.273163,0.291882
1,fragile_reaching,contact_mode_shift,5,0.784805,0.601458,0.591036,0.492909,0.255834,0.752212,0.228382,0.312908
1,fragile_reaching,contact_mode_shift,6,0.786809,0.583176,0.582767,0.490404,0.204464,0.747199,0.212232,0.300112
1,fragile_reaching,contact_mode_shift,7,0.791673,0.583665,0.567068,0.439888,0.255172,0.704710,0.147522,0.293084
1,fragile_reaching,contact_mode_shift,8,0.830704,0.620797,0.644566,0.481422,0.199101,0.692220,0.197465,0.311901
1,fragile_reaching,contact_mode_shift,9,0.792166,0.616055,0.599069,0.494584,0.226920,0.762171,0.226845,0.317981
1,fragile_reaching,contact_mode_shift,10,0.774879,0.660389,0.559375,0.428157,0.266603,0.704379,0.187266,0.309527
1,fragile_reaching,contact_mode_shift,11,0.829679,0.680330,0.613680,0.444518,0.248510,0.727057,0.188112,0.325180
1,fragile_reaching,contact_mode_shift,12,0.795234,0.686262,0.594305,0.440928,0.257725,0.746115,0.211596,0.321897
1,fragile_reaching,contact_mode_shift,13,0.812329,0.621433,0.594179,0.439782,0.226259,0.712958,0.239714,0.309792
1,fragile_reaching,contact_mode_shift,14,0.795704,0.704252,0.626508,0.559061,0.261290,0.695734,0.252658,0.327396
1,fragile_reaching,contact_mode_shift,15,0.801358,0.716528,0.567439,0.394900,0.260025,0.659887,0.176187,0.311986
1,fragile_reaching,contact_mode_shift,16,0.754927,0.588061,0.583167,0.467542,0.247679,0.673182,0.217762,0.294495
1,fragile_reaching,contact_mode_shift,17,0.762602,0.635253,0.615245,0.530173,0.229074,0.690071,0.246915,0.316382
1,fragile_reaching,contact_mode_shift,18,0.746719,0.621962,0.576724,0.484568,0.217469,0.707658,0.180125,0.306408
1,fragile_reaching,contact_mode_shift,19,0.801816,0.702544,0.555847,0.518247,0.224242,0.623556,0.245455,0.309043
1,fragile_reaching,contact_mode_shift,20,0.813461,0.624778,0.561434,0.523890,0.215250,0.689488,0.202150,0.300698
1,fragile_reaching,contact_mode_shift,21,0.808325,0.644174,0.627003,0.479571,0.299793,0.696528,0.235375,0.312908
1,fragile_reaching,contact_mode_shift,22,0.824956,0.665286,0.604723,0.473417,0.177757,0.698258,0.259020,0.320914
1,fragile_reaching,contact_mode_shift,23,0.761934,0.606378,0.579100,0.549234,0.229660,0.668507,0.292532,0.304263
1,fragile_reaching,contact_mode_shift,24,0.736847,0.689748,0.571910,0.485666,0.238721,0.744636,0.245911,0.320573
1,fragile_reaching,contact_mode_shift,25,0.786876,0.621995,0.583226,0.518970,0.258365,0.694564,0.245935,0.309550
1,fragile_reaching,contact_mode_shift,26,0.754174,0.564540,0.616539,0.547455,0.252741,0.678769,0.271449,0.300819
1,fragile_reaching,contact_mode_shift,27,0.779022,0.604287,0.629807,0.550705,0.232066,0.664929,0.215316,0.305026
1,fragile_reaching,contact_mode_shift,28,0.786447,0.696777,0.538889,0.537226,0.304078,0.663574,0.191192,0.304045
1,fragile_reaching,contact_mode_shift,29,0.754021,0.643247,0.563181,0.527737,0.215412,0.692996,0.240977,0.315164
1,fragile_reaching,contact_mode_shift,30,0.746901,0.566523,0.505218,0.549164,0.206275,0.696571,0.190079,0.284999
1,fragile_reaching,contact_mode_shift,31,0.765957,0.631596,0.525353,0.506797,0.262478,0.718213,0.242488,0.301699
1,fragile_reaching,human_delay_shift,0,0.803235,0.637988,0.314717,0.580113,0.519450,0.641635,0.267418,0.266776
1,fragile_reaching,human_delay_shift,1,0.739939,0.583246,0.350198,0.588077,0.563727,0.692208,0.319470,0.273165
1,fragile_reaching,human_delay_shift,2,0.768447,0.589125,0.357153,0.551336,0.561805,0.650835,0.259034,0.267537
1,fragile_reaching,human_delay_shift,3,0.759541,0.530406,0.370957,0.581543,0.562299,0.681533,0.261285,0.263535
1,fragile_reaching,human_delay_shift,4,0.765508,0.632614,0.303899,0.582867,0.482682,0.665604,0.299709,0.270134
1,fragile_reaching,human_delay_shift,5,0.767536,0.631863,0.332593,0.545777,0.521278,0.628193,0.236733,0.265302
1,fragile_reaching,human_delay_shift,6,0.811299,0.585510,0.346390,0.568340,0.615183,0.664469,0.259490,0.264594
1,fragile_reaching,human_delay_shift,7,0.727185,0.572501,0.302800,0.511206,0.486192,0.694093,0.242170,0.257115
1,fragile_reaching,human_delay_shift,8,0.787195,0.600795,0.392482,0.547561,0.527679,0.632961,0.237595,0.269658
1,fragile_reaching,human_delay_shift,9,0.794188,0.656574,0.301468,0.605286,0.497086,0.683279,0.237295,0.273832
1,fragile_reaching,human_delay_shift,10,0.749764,0.650035,0.305245,0.581013,0.504579,0.678910,0.243615,0.269273
1,fragile_reaching,human_delay_shift,11,0.754344,0.601477,0.312933,0.578685,0.469137,0.657695,0.278552,0.263981
1,fragile_reaching,human_delay_shift,12,0.759579,0.636219,0.331587,0.569179,0.594757,0.624454,0.274566,0.266093
1,fragile_reaching,human_delay_shift,13,0.784408,0.644990,0.329601,0.590916,0.533716,0.659066,0.281930,0.270693
1,fragile_reaching,human_delay_shift,14,0.804880,0.677439,0.356706,0.585964,0.556836,0.667073,0.272378,0.281814
1,fragile_reaching,human_delay_shift,15,0.761537,0.576889,0.312619,0.560760,0.564613,0.641072,0.255276,0.253680
1,fragile_reaching,human_delay_shift,16,0.792077,0.618076,0.337617,0.603322,0.469791,0.592958,0.286024,0.263861
1,fragile_reaching,human_delay_shift,17,0.807890,0.648333,0.314927,0.554945,0.551084,0.657993,0.270758,0.272812
1,fragile_reaching,human_delay_shift,18,0.781964,0.614461,0.314822,0.517905,0.557014,0.655406,0.250668,0.263615
1,fragile_reaching,human_delay_shift,19,0.759208,0.574818,0.318006,0.567328,0.517167,0.688101,0.224673,0.258504
1,fragile_reaching,human_delay_shift,20,0.768669,0.578898,0.375920,0.593728,0.518427,0.631561,0.282535,0.263931
1,fragile_reaching,human_delay_shift,21,0.760637,0.646285,0.336113,0.524539,0.532229,0.690341,0.247151,0.281543
1,fragile_reaching,human_delay_shift,22,0.847801,0.620243,0.387134,0.640359,0.532397,0.702885,0.285355,0.283378
1,fragile_reaching,human_delay_shift,23,0.815697,0.585399,0.317844,0.583126,0.577806,0.669883,0.255082,0.264912
1,fragile_reaching,human_delay_shift,24,0.801206,0.587360,0.285383,0.596146,0.551316,0.688324,0.268424,0.261819
1,fragile_reaching,human_delay_shift,25,0.786787,0.550546,0.384309,0.577738,0.503695,0.709533,0.269872,0.270494
1,fragile_reaching,human_delay_shift,26,0.776481,0.645194,0.299538,0.589350,0.541856,0.683969,0.237545,0.271538
1,fragile_reaching,human_delay_shift,27,0.783473,0.643816,0.333681,0.570512,0.500447,0.649819,0.275059,0.271942
1,fragile_reaching,human_delay_shift,28,0.762684,0.544317,0.290119,0.565001,0.534332,0.680302,0.228996,0.251689
1,fragile_reaching,human_delay_shift,29,0.762485,0.589386,0.262744,0.594361,0.475122,0.732442,0.264462,0.266595
1,fragile_reaching,human_delay_shift,30,0.816763,0.629889,0.330141,0.649100,0.528781,0.670331,0.284031,0.271713
1,fragile_reaching,human_delay_shift,31,0.755356,0.578998,0.218002,0.564491,0.589489,0.645317,0.268191,0.244036
1,fragile_reaching,fragile_object_shift,0,0.759064,0.679984,0.376988,0.462503,0.210559,0.927133,0.265235,0.323855
1,fragile_reaching,fragile_object_shift,1,0.788901,0.697905,0.305128,0.513567,0.256695,0.979528,0.204579,0.317337
1,fragile_reaching,fragile_object_shift,2,0.790733,0.708417,0.364128,0.507314,0.314904,0.918329,0.219669,0.319571
1,fragile_reaching,fragile_object_shift,3,0.806041,0.698517,0.406536,0.557534,0.291498,1.000000,0.255294,0.339557
1,fragile_reaching,fragile_object_shift,4,0.821328,0.707056,0.342825,0.574743,0.290744,0.960819,0.260653,0.326311
1,fragile_reaching,fragile_object_shift,5,0.833142,0.724714,0.337454,0.579208,0.272874,0.961606,0.217079,0.324440
1,fragile_reaching,fragile_object_shift,6,0.818547,0.716354,0.421779,0.575596,0.278792,0.959858,0.275355,0.339235
1,fragile_reaching,fragile_object_shift,7,0.776737,0.630992,0.325555,0.505416,0.266465,0.978182,0.282053,0.313656
1,fragile_reaching,fragile_object_shift,8,0.829509,0.670402,0.378084,0.556730,0.278133,0.922032,0.275542,0.320323
1,fragile_reaching,fragile_object_shift,9,0.793438,0.687695,0.394112,0.501467,0.252889,1.000000,0.230385,0.333257
1,fragile_reaching,fragile_object_shift,10,0.837334,0.708161,0.363978,0.560318,0.293289,0.957938,0.276660,0.327603
1,fragile_reaching,fragile_object_shift,11,0.793419,0.621070,0.389140,0.557613,0.304540,0.974083,0.272619,0.315520
1,fragile_reaching,fragile_object_shift,12,0.860841,0.712234,0.381738,0.506974,0.233976,0.913329,0.240743,0.326205
1,fragile_reaching,fragile_object_shift,13,0.816201,0.700651,0.406063,0.533635,0.292057,0.928687,0.298878,0.331770
1,fragile_reaching,fragile_object_shift,14,0.801294,0.691126,0.385998,0.472304,0.244331,0.934805,0.232074,0.321662
1,fragile_reaching,fragile_object_shift,15,0.825710,0.747452,0.427714,0.541593,0.265326,0.952417,0.249937,0.345397
1,fragile_reaching,fragile_object_shift,16,0.797393,0.679270,0.355277,0.526788,0.286689,0.930150,0.261469,0.313697
1,fragile_reaching,fragile_object_shift,17,0.818231,0.697308,0.388352,0.538478,0.388338,0.957218,0.249040,0.322381
1,fragile_reaching,fragile_object_shift,18,0.820549,0.725591,0.399772,0.494978,0.308952,0.978353,0.266219,0.341542
1,fragile_reaching,fragile_object_shift,19,0.760807,0.648275,0.340413,0.496939,0.216206,0.979236,0.226593,0.318572
1,fragile_reaching,fragile_object_shift,20,0.742900,0.624742,0.345415,0.555355,0.283907,0.916611,0.262122,0.304514
1,fragile_reaching,fragile_object_shift,21,0.781246,0.657243,0.406459,0.518549,0.274748,0.950770,0.224738,0.323753
1,fragile_reaching,fragile_object_shift,22,0.798583,0.697000,0.438864,0.515821,0.278021,0.985572,0.224231,0.338986
1,fragile_reaching,fragile_object_shift,23,0.809502,0.704855,0.420025,0.562676,0.268246,0.950507,0.305724,0.337351
1,fragile_reaching,fragile_object_shift,24,0.818407,0.657469,0.393135,0.528117,0.188099,0.961669,0.251289,0.324179
1,fragile_reaching,fragile_object_shift,25,0.776423,0.670770,0.350931,0.553226,0.265248,0.986065,0.236848,0.324510
1,fragile_reaching,fragile_object_shift,26,0.843040,0.678640,0.377778,0.604724,0.340726,0.937774,0.265767,0.319132
1,fragile_reaching,fragile_object_shift,27,0.791005,0.648792,0.361791,0.469452,0.250882,0.931180,0.222522,0.314482
1,fragile_reaching,fragile_object_shift,28,0.768997,0.701141,0.370692,0.593460,0.264890,0.938588,0.300178,0.329021
1,fragile_reaching,fragile_object_shift,29,0.856579,0.649661,0.396668,0.602372,0.229195,0.968540,0.259154,0.324360
1,fragile_reaching,fragile_object_shift,30,0.834398,0.632975,0.375913,0.542812,0.213015,0.947115,0.268081,0.315742
1,fragile_reaching,fragile_object_shift,31,0.855127,0.727545,0.380291,0.535244,0.287297,0.959589,0.216317,0.325869
1,fragile_reaching,authority_churn_shift,0,0.785363,0.587546,0.379819,0.694413,0.378685,0.801348,0.345023,0.298143
1,fragile_reaching,authority_churn_shift,1,0.827544,0.571160,0.384421,0.682866,0.355307,0.661669,0.373135,0.280174
1,fragile_reaching,authority_churn_shift,2,0.843576,0.676757,0.380923,0.713260,0.434927,0.767984,0.311784,0.306625
1,fragile_reaching,authority_churn_shift,3,0.794648,0.621483,0.402889,0.654720,0.343433,0.703354,0.338664,0.296330
1,fragile_reaching,authority_churn_shift,4,0.757466,0.627117,0.418205,0.623243,0.329873,0.687080,0.350794,0.293076
1,fragile_reaching,authority_churn_shift,5,0.809439,0.603278,0.441695,0.674163,0.376068,0.692928,0.356399,0.296897
1,fragile_reaching,authority_churn_shift,6,0.780790,0.565909,0.438488,0.627407,0.369100,0.736654,0.345314,0.294177
1,fragile_reaching,authority_churn_shift,7,0.818332,0.570551,0.438963,0.657650,0.411665,0.730893,0.356991,0.297358
1,fragile_reaching,authority_churn_shift,8,0.821484,0.621711,0.374362,0.662972,0.335117,0.699742,0.349049,0.289349
1,fragile_reaching,authority_churn_shift,9,0.822275,0.697631,0.447621,0.676647,0.354128,0.680213,0.385229,0.314165
1,fragile_reaching,authority_churn_shift,10,0.806674,0.621101,0.404239,0.654429,0.374239,0.718860,0.344393,0.296138
1,fragile_reaching,authority_churn_shift,11,0.777396,0.605527,0.422590,0.667269,0.342457,0.711533,0.359476,0.296837
1,fragile_reaching,authority_churn_shift,12,0.795852,0.622906,0.363778,0.657871,0.376725,0.719651,0.343044,0.293573
1,fragile_reaching,authority_churn_shift,13,0.799947,0.689671,0.371556,0.584121,0.364888,0.681561,0.334083,0.296812
1,fragile_reaching,authority_churn_shift,14,0.820998,0.645358,0.440459,0.649724,0.449200,0.698813,0.320556,0.301871
1,fragile_reaching,authority_churn_shift,15,0.816094,0.584550,0.464566,0.726533,0.421290,0.738017,0.341462,0.305681
1,fragile_reaching,authority_churn_shift,16,0.807449,0.643693,0.368388,0.703408,0.335527,0.672301,0.353522,0.290609
1,fragile_reaching,authority_churn_shift,17,0.794495,0.602212,0.443567,0.633661,0.401411,0.747935,0.360727,0.302594
1,fragile_reaching,authority_churn_shift,18,0.811037,0.632227,0.462383,0.651762,0.380427,0.633166,0.376664,0.299596
1,fragile_reaching,authority_churn_shift,19,0.761278,0.656664,0.407704,0.667709,0.359269,0.662837,0.353966,0.298184
1,fragile_reaching,authority_churn_shift,20,0.821279,0.636323,0.381640,0.657289,0.384426,0.730205,0.383299,0.302152
1,fragile_reaching,authority_churn_shift,21,0.772472,0.608362,0.394814,0.608565,0.412253,0.671195,0.324116,0.287389
1,fragile_reaching,authority_churn_shift,22,0.794402,0.591714,0.386358,0.613392,0.377496,0.748747,0.352803,0.294102
1,fragile_reaching,authority_churn_shift,23,0.833039,0.665701,0.376418,0.633242,0.349689,0.765056,0.320886,0.306163
1,fragile_reaching,authority_churn_shift,24,0.810236,0.668010,0.442650,0.675770,0.374504,0.718450,0.366647,0.314976
1,fragile_reaching,authority_churn_shift,25,0.822476,0.640667,0.454682,0.709146,0.290251,0.752500,0.370158,0.314174
1,fragile_reaching,authority_churn_shift,26,0.827392,0.731799,0.409329,0.653829,0.372155,0.711612,0.363841,0.316787
1,fragile_reaching,authority_churn_shift,27,0.743567,0.581984,0.388420,0.710840,0.387454,0.730641,0.340110,0.288521
1,fragile_reaching,authority_churn_shift,28,0.823791,0.600749,0.431506,0.689509,0.357144,0.737273,0.380691,0.301357
1,fragile_reaching,authority_churn_shift,29,0.840019,0.590672,0.441037,0.719909,0.351525,0.731838,0.356488,0.294711
1,fragile_reaching,authority_churn_shift,30,0.788206,0.631662,0.353375,0.662942,0.347335,0.684865,0.368645,0.286702
1,fragile_reaching,authority_churn_shift,31,0.816447,0.626970,0.389017,0.733712,0.402581,0.761229,0.370641,0.306680
1,fragile_reaching,low_signal_high_risk_shift,0,0.882899,0.809526,0.453826,0.679198,0.352781,0.835043,0.587081,0.367911
1,fragile_reaching,low_signal_high_risk_shift,1,0.927110,0.786597,0.542269,0.733468,0.371449,0.784481,0.587498,0.374624
1,fragile_reaching,low_signal_high_risk_shift,2,0.798832,0.775239,0.509547,0.619273,0.428767,0.858469,0.563029,0.374857
1,fragile_reaching,low_signal_high_risk_shift,3,0.880928,0.770688,0.571022,0.680309,0.361159,0.785381,0.568068,0.369214
1,fragile_reaching,low_signal_high_risk_shift,4,0.896229,0.886988,0.479376,0.606097,0.396287,0.838949,0.579980,0.388030
1,fragile_reaching,low_signal_high_risk_shift,5,0.862910,0.770149,0.492233,0.673779,0.402644,0.847082,0.558999,0.375899
1,fragile_reaching,low_signal_high_risk_shift,6,0.833325,0.833041,0.489472,0.641094,0.386789,0.884689,0.560943,0.388417
1,fragile_reaching,low_signal_high_risk_shift,7,0.879365,0.763582,0.569775,0.692456,0.405593,0.911274,0.605575,0.390724
1,fragile_reaching,low_signal_high_risk_shift,8,0.853470,0.758896,0.528910,0.622596,0.360726,0.879761,0.579034,0.379120
1,fragile_reaching,low_signal_high_risk_shift,9,0.888599,0.836101,0.538518,0.678621,0.352346,0.779436,0.577508,0.379317
