split,method,seed,n,task_success,safety_violation,authority_regret,human_burden,late_handoff,handoff_churn,recovery_success,intervention_cost,boundary_calibration_error,override_precision,unsafe_autonomy,robust_utility
combined_authority_stress,cbf_safety_filter,2,192,0.453125,0.182292,0.284823,0.327990,0.331935,0.380456,0.639833,0.227245,0.273323,0.534001,0.113467,0.119879
combined_authority_stress,cbf_safety_filter,3,192,0.437500,0.145833,0.285169,0.327405,0.331325,0.377602,0.641183,0.227262,0.272933,0.533867,0.115121,0.127458
combined_authority_stress,cbf_safety_filter,4,192,0.416667,0.177083,0.285241,0.328971,0.332234,0.377952,0.640974,0.226937,0.273189,0.535295,0.113500,0.086684
combined_authority_stress,cbf_safety_filter,5,192,0.432292,0.151042,0.284463,0.327953,0.328731,0.377297,0.641661,0.228099,0.272932,0.534361,0.114483,0.119472
combined_authority_stress,cbf_safety_filter,6,192,0.338542,0.177083,0.285216,0.328716,0.331467,0.379273,0.641567,0.227622,0.272887,0.534600,0.113629,0.008570
combined_authority_stress,cbf_safety_filter,7,192,0.406250,0.135417,0.284320,0.330955,0.330058,0.378293,0.642415,0.227106,0.273080,0.533943,0.114035,0.102261
combined_authority_stress,cbf_safety_filter,8,192,0.437500,0.171875,0.285345,0.328925,0.331518,0.380058,0.639537,0.228375,0.274669,0.531341,0.114082,0.110335
combined_authority_stress,cbf_safety_filter,9,192,0.453125,0.166667,0.283683,0.328785,0.329875,0.378169,0.642667,0.226918,0.273344,0.532641,0.114070,0.130524
combined_authority_stress,confidence_threshold_shared_control,0,192,0.130208,0.281250,0.460784,0.878969,0.428749,0.509750,0.329551,0.380700,0.340918,0.344156,0.063197,-0.511791
combined_authority_stress,confidence_threshold_shared_control,1,192,0.130208,0.291667,0.461001,0.881982,0.432247,0.508226,0.330614,0.380926,0.341445,0.344008,0.063037,-0.519341
combined_authority_stress,confidence_threshold_shared_control,2,192,0.151042,0.302083,0.460109,0.887164,0.430513,0.510439,0.331368,0.381960,0.342174,0.342547,0.062909,-0.506018
combined_authority_stress,confidence_threshold_shared_control,3,192,0.119792,0.291667,0.462341,0.884156,0.430529,0.509327,0.331640,0.380783,0.342115,0.343039,0.063234,-0.530375
combined_authority_stress,confidence_threshold_shared_control,4,192,0.109375,0.343750,0.461377,0.881486,0.431582,0.508092,0.330716,0.380382,0.342906,0.344128,0.063085,-0.572256
combined_authority_stress,confidence_threshold_shared_control,5,192,0.135417,0.250000,0.462000,0.881486,0.430175,0.507106,0.332351,0.380668,0.342126,0.346565,0.063284,-0.487799
combined_authority_stress,confidence_threshold_shared_control,6,192,0.130208,0.302083,0.461194,0.885107,0.430656,0.508700,0.332246,0.381203,0.342389,0.344763,0.063149,-0.526297
combined_authority_stress,confidence_threshold_shared_control,7,192,0.067708,0.354167,0.461732,0.883665,0.430588,0.509909,0.330499,0.381895,0.342068,0.344817,0.063406,-0.621221
combined_authority_stress,confidence_threshold_shared_control,8,192,0.130208,0.364583,0.462595,0.885263,0.432772,0.511568,0.331534,0.381420,0.344059,0.341866,0.063152,-0.566196
combined_authority_stress,confidence_threshold_shared_control,9,192,0.088542,0.281250,0.460558,0.885313,0.430545,0.508968,0.331253,0.380929,0.341836,0.344335,0.062848,-0.555004
combined_authority_stress,controller_fusion_prior,0,192,0.036458,0.369792,0.581395,0.469585,0.428754,0.477763,0.187625,0.236689,0.352443,0.245152,0.252217,-0.585453
combined_authority_stress,controller_fusion_prior,1,192,0.046875,0.359375,0.582469,0.474387,0.433704,0.477537,0.184492,0.236568,0.351496,0.243628,0.250504,-0.571002
combined_authority_stress,controller_fusion_prior,2,192,0.005208,0.401042,0.582840,0.471553,0.432140,0.479674,0.183893,0.236570,0.352758,0.242821,0.252867,-0.637969
combined_authority_stress,controller_fusion_prior,3,192,0.041667,0.432292,0.582206,0.473601,0.431969,0.476272,0.185301,0.237408,0.352990,0.245552,0.251108,-0.620754
combined_authority_stress,controller_fusion_prior,4,192,0.046875,0.395833,0.581421,0.473421,0.433050,0.479221,0.185764,0.236317,0.351242,0.243249,0.251817,-0.593083
combined_authority_stress,controller_fusion_prior,5,192,0.031250,0.432292,0.581783,0.473401,0.429122,0.477221,0.185193,0.236035,0.351244,0.244861,0.251575,-0.630547
combined_authority_stress,controller_fusion_prior,6,192,0.078125,0.427083,0.581477,0.471522,0.431967,0.478204,0.184788,0.236829,0.351695,0.243557,0.251957,-0.580600
combined_authority_stress,controller_fusion_prior,7,192,0.026042,0.453125,0.581574,0.471520,0.432202,0.477408,0.184650,0.236048,0.352398,0.243053,0.252276,-0.648728
combined_authority_stress,controller_fusion_prior,8,192,0.020833,0.406250,0.582314,0.473503,0.432466,0.479540,0.184334,0.237196,0.353271,0.241135,0.251423,-0.625973
combined_authority_stress,controller_fusion_prior,9,192,0.036458,0.307292,0.581797,0.471396,0.429653,0.479112,0.185162,0.236009,0.352406,0.242697,0.252343,-0.547673
combined_authority_stress,fixed_human_teleoperation,0,192,0.057292,0.302083,0.421787,1.000000,0.445420,0.348197,0.386227,0.463799,0.321889,0.424716,0.056153,-0.603979
combined_authority_stress,fixed_human_teleoperation,1,192,0.093750,0.250000,0.424222,1.000000,0.449381,0.347603,0.385809,0.464569,0.321929,0.424751,0.056130,-0.536511
combined_authority_stress,fixed_human_teleoperation,2,192,0.088542,0.260417,0.425325,1.000000,0.448076,0.347656,0.382781,0.463996,0.323244,0.423893,0.056316,-0.548436
combined_authority_stress,fixed_human_teleoperation,3,192,0.067708,0.265625,0.423651,1.000000,0.446228,0.345122,0.384281,0.465249,0.322061,0.425223,0.056424,-0.571485
combined_authority_stress,fixed_human_teleoperation,4,192,0.067708,0.250000,0.424865,1.000000,0.449171,0.350447,0.383126,0.465072,0.322817,0.421935,0.056133,-0.563286
combined_authority_stress,fixed_human_teleoperation,5,192,0.088542,0.276042,0.423847,1.000000,0.447645,0.349478,0.384461,0.465566,0.324600,0.424961,0.056618,-0.557926
combined_authority_stress,fixed_human_teleoperation,6,192,0.109375,0.276042,0.424139,1.000000,0.447519,0.347806,0.386297,0.466011,0.321569,0.424320,0.056501,-0.536843
combined_authority_stress,fixed_human_teleoperation,7,192,0.078125,0.312500,0.426028,1.000000,0.447792,0.347139,0.385707,0.465210,0.322123,0.424579,0.056619,-0.591100
combined_authority_stress,fixed_human_teleoperation,8,192,0.098958,0.244792,0.424881,1.000000,0.448476,0.348608,0.384106,0.465145,0.323763,0.423581,0.056339,-0.528408
combined_authority_stress,fixed_human_teleoperation,9,192,0.093750,0.328125,0.424460,1.000000,0.446985,0.348486,0.383041,0.465221,0.321641,0.423288,0.056321,-0.585017
combined_authority_stress,fixed_policy_authority,0,192,0.005208,0.453125,0.646971,0.300585,0.583476,0.357029,0.001344,0.151204,0.412828,0.025215,0.405954,-0.660825
combined_authority_stress,fixed_policy_authority,1,192,0.010417,0.447917,0.647410,0.303950,0.588440,0.360238,0.001348,0.153061,0.412873,0.025744,0.405215,-0.654670
combined_authority_stress,fixed_policy_authority,2,192,0.000000,0.562500,0.646672,0.303052,0.587540,0.355289,0.000801,0.150861,0.412395,0.023593,0.404966,-0.734814
combined_authority_stress,fixed_policy_authority,3,192,0.000000,0.484375,0.646390,0.301288,0.587149,0.357105,0.001306,0.151745,0.412957,0.026755,0.406380,-0.686086
combined_authority_stress,fixed_policy_authority,4,192,0.005208,0.411458,0.647772,0.304194,0.586776,0.359786,0.000968,0.151151,0.412150,0.024270,0.405741,-0.636941
combined_authority_stress,fixed_policy_authority,5,192,0.005208,0.442708,0.646326,0.305626,0.586011,0.356722,0.001133,0.151438,0.413210,0.025060,0.404345,-0.655824
combined_authority_stress,fixed_policy_authority,6,192,0.000000,0.437500,0.648494,0.300146,0.588099,0.359091,0.000977,0.151715,0.412910,0.025685,0.406369,-0.657689
combined_authority_stress,fixed_policy_authority,7,192,0.005208,0.453125,0.648346,0.303145,0.588062,0.358737,0.001195,0.152010,0.411951,0.023407,0.406071,-0.662814
combined_authority_stress,fixed_policy_authority,8,192,0.005208,0.385417,0.647244,0.302695,0.586076,0.360440,0.000681,0.151952,0.413901,0.022672,0.406178,-0.620373
combined_authority_stress,fixed_policy_authority,9,192,0.000000,0.432292,0.648322,0.301582,0.585575,0.358729,0.001137,0.150489,0.413416,0.025703,0.407323,-0.654179
combined_authority_stress,mpc_risk_arbitration,0,192,0.406250,0.192708,0.262387,0.372839,0.311512,0.386980,0.711023,0.294139,0.250472,0.566866,0.127046,0.062881
combined_authority_stress,mpc_risk_arbitration,1,192,0.427083,0.161458,0.262965,0.372764,0.316608,0.388934,0.709629,0.294577,0.251799,0.563245,0.127825,0.101758
combined_authority_stress,mpc_risk_arbitration,2,192,0.411458,0.166667,0.263250,0.373838,0.315410,0.388937,0.707741,0.293715,0.253689,0.563705,0.128032,0.082701
combined_authority_stress,mpc_risk_arbitration,3,192,0.458333,0.218750,0.262444,0.373324,0.314263,0.388784,0.710695,0.295438,0.252188,0.563063,0.128011,0.097875
combined_authority_stress,mpc_risk_arbitration,4,192,0.416667,0.161458,0.264361,0.372727,0.315316,0.388909,0.709720,0.293901,0.251701,0.563117,0.127865,0.091286
combined_authority_stress,mpc_risk_arbitration,5,192,0.427083,0.192708,0.263123,0.372892,0.314189,0.388548,0.710159,0.294589,0.251353,0.565157,0.127753,0.082787
combined_authority_stress,mpc_risk_arbitration,6,192,0.442708,0.192708,0.263555,0.374875,0.315934,0.388160,0.708971,0.294869,0.249837,0.564137,0.126692,0.097472
combined_authority_stress,mpc_risk_arbitration,7,192,0.427083,0.260417,0.264465,0.374677,0.315147,0.390209,0.708419,0.295564,0.253257,0.562851,0.127897,0.039455
combined_authority_stress,mpc_risk_arbitration,8,192,0.437500,0.177083,0.263751,0.373604,0.315303,0.390534,0.709753,0.294465,0.254153,0.563182,0.127807,0.102127
combined_authority_stress,mpc_risk_arbitration,9,192,0.442708,0.197917,0.261543,0.373851,0.313989,0.388577,0.710464,0.295441,0.252015,0.563938,0.127596,0.095316
combined_authority_stress,oracle_authority_assignment,0,192,0.421875,0.145833,0.207595,0.414391,0.292074,0.368924,0.834518,0.318016,0.201286,0.684365,0.079859,0.124063
combined_authority_stress,oracle_authority_assignment,1,192,0.541667,0.145833,0.207505,0.416055,0.297089,0.369457,0.834098,0.320887,0.201365,0.685011,0.080067,0.242291
combined_authority_stress,oracle_authority_assignment,2,192,0.510417,0.135417,0.209210,0.417316,0.296298,0.367238,0.833258,0.318886,0.203438,0.682889,0.078860,0.217296
combined_authority_stress,oracle_authority_assignment,3,192,0.458333,0.093750,0.207780,0.415656,0.293759,0.368371,0.834841,0.318598,0.203070,0.682799,0.079514,0.192227
combined_authority_stress,oracle_authority_assignment,4,192,0.536458,0.156250,0.208782,0.414740,0.297341,0.368002,0.833388,0.319716,0.201426,0.684364,0.080378,0.230815
combined_authority_stress,oracle_authority_assignment,5,192,0.458333,0.140625,0.207864,0.417348,0.295240,0.367355,0.833336,0.320125,0.202528,0.683595,0.079201,0.162350
combined_authority_stress,oracle_authority_assignment,6,192,0.489583,0.151042,0.208536,0.418383,0.295557,0.369201,0.834310,0.321098,0.201654,0.682983,0.079268,0.186433
combined_authority_stress,oracle_authority_assignment,7,192,0.484375,0.156250,0.209878,0.416614,0.295700,0.370409,0.834078,0.319063,0.202520,0.683313,0.079998,0.178102
combined_authority_stress,oracle_authority_assignment,8,192,0.500000,0.130208,0.208998,0.420931,0.295678,0.368726,0.833419,0.319967,0.202962,0.682562,0.078996,0.209119
combined_authority_stress,oracle_authority_assignment,9,192,0.546875,0.130208,0.209216,0.415624,0.294940,0.368234,0.834575,0.320165,0.201812,0.684831,0.079876,0.257463
combined_authority_stress,pomdp_handoff_policy,0,192,0.333333,0.208333,0.302431,0.556163,0.337081,0.428587,0.640196,0.354237,0.261292,0.524852,0.100480,-0.094492
combined_authority_stress,pomdp_handoff_policy,1,192,0.343750,0.218750,0.300425,0.558900,0.340083,0.428375,0.639104,0.355636,0.260970,0.523818,0.099195,-0.091371
combined_authority_stress,pomdp_handoff_policy,2,192,0.401042,0.192708,0.300913,0.560297,0.338963,0.428971,0.637972,0.355393,0.262869,0.524622,0.099323,-0.018349
combined_authority_stress,pomdp_handoff_policy,3,192,0.317708,0.213542,0.302413,0.556351,0.340546,0.428569,0.636585,0.356454,0.262505,0.523611,0.100005,-0.114449
combined_authority_stress,pomdp_handoff_policy,4,192,0.338542,0.192708,0.300901,0.558528,0.339326,0.428189,0.639663,0.356237,0.260497,0.522746,0.099481,-0.080335
combined_authority_stress,pomdp_handoff_policy,5,192,0.416667,0.244792,0.300268,0.557832,0.338798,0.426324,0.638669,0.354799,0.261780,0.524120,0.099535,-0.033804
combined_authority_stress,pomdp_handoff_policy,6,192,0.380208,0.229167,0.299786,0.559621,0.340070,0.428313,0.637953,0.355585,0.262853,0.525327,0.098948,-0.061462
combined_authority_stress,pomdp_handoff_policy,7,192,0.302083,0.255208,0.300928,0.558848,0.338352,0.427987,0.637210,0.355266,0.262315,0.525189,0.099730,-0.155546
combined_authority_stress,pomdp_handoff_policy,8,192,0.359375,0.223958,0.301439,0.561172,0.338957,0.430511,0.639458,0.356082,0.264470,0.522116,0.099654,-0.079866
combined_authority_stress,pomdp_handoff_policy,9,192,0.453125,0.260417,0.301916,0.559067,0.338530,0.427653,0.637370,0.355690,0.262183,0.524529,0.099252,-0.008051
combined_authority_stress,recovery_aware_mpc,0,192,0.468750,0.208333,0.275847,0.419158,0.304638,0.398165,0.758038,0.341003,0.262606,0.554217,0.124250,0.100044
combined_authority_stress,recovery_aware_mpc,1,192,0.385417,0.218750,0.275686,0.421660,0.311417,0.397245,0.757578,0.342681,0.261839,0.553030,0.123880,0.008514
combined_authority_stress,recovery_aware_mpc,2,192,0.395833,0.276042,0.278104,0.421223,0.310445,0.397417,0.756678,0.342531,0.264567,0.552593,0.124318,-0.017012
combined_authority_stress,recovery_aware_mpc,3,192,0.369792,0.197917,0.277041,0.418925,0.313632,0.396979,0.759485,0.342559,0.261760,0.553761,0.124596,0.005966
combined_authority_stress,recovery_aware_mpc,4,192,0.479167,0.223958,0.278055,0.421020,0.310897,0.398644,0.758806,0.342244,0.262033,0.553166,0.124202,0.098653
combined_authority_stress,recovery_aware_mpc,5,192,0.406250,0.218750,0.277815,0.420047,0.310932,0.398134,0.758938,0.342916,0.262885,0.554201,0.124178,0.029258
combined_authority_stress,recovery_aware_mpc,6,192,0.479167,0.244792,0.278537,0.421693,0.311969,0.397350,0.756896,0.341745,0.263043,0.554931,0.124143,0.085336
combined_authority_stress,recovery_aware_mpc,7,192,0.427083,0.239583,0.277889,0.422740,0.310461,0.399087,0.757071,0.343428,0.261849,0.554434,0.124620,0.036271
combined_authority_stress,recovery_aware_mpc,8,192,0.473958,0.223958,0.278974,0.422412,0.310601,0.399336,0.757936,0.343827,0.264748,0.552182,0.123722,0.092617
combined_authority_stress,recovery_aware_mpc,9,192,0.416667,0.234375,0.276905,0.422617,0.310023,0.398789,0.758541,0.343004,0.262186,0.554237,0.124189,0.029624
combined_authority_stress,uncertainty_triggered_handoff,0,192,0.213542,0.265625,0.374566,0.804005,0.366759,0.537438,0.481297,0.381556,0.311740,0.445864,0.052531,-0.360574
combined_authority_stress,uncertainty_triggered_handoff,1,192,0.203125,0.250000,0.374883,0.809326,0.371791,0.538212,0.481179,0.382047,0.312869,0.443975,0.051968,-0.363616
combined_authority_stress,uncertainty_triggered_handoff,2,192,0.203125,0.260417,0.374476,0.806796,0.370811,0.539187,0.479263,0.382264,0.314560,0.441488,0.052506,-0.369501
combined_authority_stress,uncertainty_triggered_handoff,3,192,0.250000,0.244792,0.376153,0.804800,0.370651,0.536315,0.480745,0.382491,0.313832,0.444351,0.052342,-0.312413
combined_authority_stress,uncertainty_triggered_handoff,4,192,0.239583,0.260417,0.375992,0.807634,0.371087,0.539409,0.479797,0.381953,0.311577,0.444825,0.052249,-0.333620
combined_authority_stress,uncertainty_triggered_handoff,5,192,0.270833,0.281250,0.373888,0.805684,0.371025,0.537494,0.479192,0.380988,0.311448,0.444514,0.052879,-0.314005
combined_authority_stress,uncertainty_triggered_handoff,6,192,0.234375,0.260417,0.376176,0.808868,0.370251,0.538345,0.479671,0.382048,0.311269,0.444030,0.052429,-0.338928
combined_authority_stress,uncertainty_triggered_handoff,7,192,0.177083,0.307292,0.375234,0.806271,0.369940,0.537966,0.479529,0.380808,0.312472,0.444184,0.052535,-0.424216
combined_authority_stress,uncertainty_triggered_handoff,8,192,0.255208,0.218750,0.376248,0.806826,0.371452,0.538365,0.480296,0.382347,0.314545,0.443719,0.052445,-0.291964
combined_authority_stress,uncertainty_triggered_handoff,9,192,0.229167,0.234375,0.374337,0.804936,0.368935,0.539237,0.479352,0.380582,0.310468,0.445039,0.053332,-0.326363
contact_mode_shift,authority_boundary_v4,0,192,0.401042,0.265625,0.311227,0.758420,0.221667,0.347234,0.589326,0.349074,0.220466,0.549414,0.054043,-0.088369
contact_mode_shift,authority_boundary_v4,1,192,0.395833,0.250000,0.309913,0.756000,0.220377,0.347546,0.590872,0.348148,0.220825,0.548924,0.054448,-0.082596
contact_mode_shift,authority_boundary_v4,2,192,0.354167,0.250000,0.311918,0.760960,0.221671,0.349033,0.589058,0.352178,0.220664,0.549529,0.053373,-0.126888
contact_mode_shift,authority_boundary_v4,3,192,0.333333,0.203125,0.312462,0.757339,0.220617,0.348845,0.590294,0.349998,0.222301,0.549570,0.054280,-0.117417
contact_mode_shift,authority_boundary_v4,4,192,0.296875,0.203125,0.311028,0.756829,0.218388,0.346975,0.589662,0.349596,0.220039,0.550688,0.054321,-0.152824
contact_mode_shift,authority_boundary_v4,5,192,0.395833,0.213542,0.310436,0.758658,0.219626,0.348013,0.591005,0.349993,0.221826,0.549649,0.053725,-0.060870
contact_mode_shift,authority_boundary_v4,6,192,0.307292,0.187500,0.311791,0.756776,0.219911,0.348085,0.592545,0.349055,0.222691,0.548120,0.054015,-0.132990
contact_mode_shift,authority_boundary_v4,7,192,0.401042,0.192708,0.313219,0.759307,0.222201,0.351528,0.589073,0.350398,0.222248,0.550119,0.053605,-0.044625
contact_mode_shift,authority_boundary_v4,8,192,0.406250,0.229167,0.312571,0.757099,0.221598,0.349362,0.590426,0.349651,0.221171,0.551169,0.053959,-0.060790
contact_mode_shift,authority_boundary_v4,9,192,0.380208,0.255208,0.311518,0.755504,0.219387,0.347614,0.589740,0.350312,0.220792,0.553093,0.054666,-0.101889
contact_mode_shift,authority_boundary_v5,0,192,0.359375,0.197917,0.276401,0.603477,0.206035,0.326635,0.656277,0.335447,0.211923,0.579935,0.079997,-0.030472
contact_mode_shift,authority_boundary_v5,1,192,0.401042,0.145833,0.275654,0.604944,0.204676,0.326934,0.661348,0.335220,0.211048,0.579878,0.079483,0.043930
contact_mode_shift,authority_boundary_v5,2,192,0.489583,0.171875,0.276063,0.603859,0.206018,0.329878,0.657114,0.335160,0.210274,0.580249,0.080041,0.115584
contact_mode_shift,authority_boundary_v5,3,192,0.385417,0.182292,0.276474,0.601154,0.204777,0.327917,0.658115,0.335211,0.209630,0.578409,0.080137,0.006014
contact_mode_shift,authority_boundary_v5,4,192,0.427083,0.192708,0.274930,0.603170,0.203722,0.326433,0.659084,0.335536,0.208650,0.581105,0.079247,0.041517
contact_mode_shift,authority_boundary_v5,5,192,0.531250,0.255208,0.277411,0.607212,0.205069,0.330954,0.657434,0.335423,0.211262,0.581168,0.078951,0.104464
contact_mode_shift,authority_boundary_v5,6,192,0.442708,0.239583,0.275219,0.603518,0.204557,0.330152,0.657371,0.334910,0.210905,0.580379,0.079628,0.027269
contact_mode_shift,authority_boundary_v5,7,192,0.468750,0.151042,0.275787,0.605086,0.205439,0.331317,0.658542,0.336125,0.211596,0.580284,0.079980,0.107379
contact_mode_shift,authority_boundary_v5,8,192,0.468750,0.223958,0.276754,0.603603,0.205833,0.329007,0.658329,0.335433,0.213205,0.578403,0.080251,0.062551
contact_mode_shift,authority_boundary_v5,9,192,0.427083,0.203125,0.276522,0.605183,0.205095,0.328113,0.660346,0.334677,0.210823,0.580486,0.079428,0.033943
contact_mode_shift,bayesian_authority_allocation,0,192,0.364583,0.208333,0.297238,0.627596,0.243878,0.317420,0.576183,0.328861,0.210907,0.539358,0.083088,-0.053418
contact_mode_shift,bayesian_authority_allocation,1,192,0.411458,0.171875,0.294340,0.627850,0.240015,0.318547,0.580314,0.327505,0.211534,0.539609,0.082533,0.017673
contact_mode_shift,bayesian_authority_allocation,2,192,0.421875,0.234375,0.295082,0.628705,0.242215,0.317905,0.576980,0.329104,0.211947,0.540396,0.082214,-0.011752
contact_mode_shift,bayesian_authority_allocation,3,192,0.437500,0.177083,0.295099,0.626673,0.241393,0.318207,0.579462,0.328557,0.210655,0.539780,0.082004,0.040226
contact_mode_shift,bayesian_authority_allocation,4,192,0.375000,0.182292,0.296925,0.624860,0.238871,0.316615,0.578921,0.327613,0.209880,0.540398,0.083451,-0.024879
contact_mode_shift,bayesian_authority_allocation,5,192,0.380208,0.208333,0.297037,0.628739,0.241263,0.319298,0.578528,0.330445,0.211175,0.538775,0.082374,-0.037795
contact_mode_shift,bayesian_authority_allocation,6,192,0.421875,0.218750,0.297779,0.627116,0.241544,0.317012,0.578192,0.328737,0.210631,0.542204,0.082488,-0.002009
contact_mode_shift,bayesian_authority_allocation,7,192,0.338542,0.182292,0.296712,0.630139,0.243152,0.320869,0.578149,0.328120,0.212621,0.538030,0.082316,-0.063859
contact_mode_shift,bayesian_authority_allocation,8,192,0.437500,0.218750,0.297897,0.628218,0.241437,0.321436,0.578142,0.328790,0.211854,0.539114,0.082811,0.012799
contact_mode_shift,bayesian_authority_allocation,9,192,0.364583,0.218750,0.295832,0.626737,0.242144,0.317925,0.577953,0.328411,0.210892,0.541009,0.082494,-0.058915
contact_mode_shift,cbf_safety_filter,0,192,0.479167,0.208333,0.229007,0.224379,0.195001,0.245592,0.694039,0.180702,0.202767,0.607832,0.108309,0.215679
contact_mode_shift,cbf_safety_filter,1,192,0.531250,0.182292,0.226680,0.222563,0.193283,0.248156,0.692732,0.181489,0.201192,0.611351,0.108515,0.284710
contact_mode_shift,cbf_safety_filter,2,192,0.541667,0.125000,0.229094,0.224389,0.193697,0.250108,0.693037,0.181607,0.201118,0.610049,0.108471,0.329318
contact_mode_shift,cbf_safety_filter,3,192,0.510417,0.151042,0.228195,0.222787,0.194265,0.246997,0.693845,0.181234,0.201915,0.609635,0.108673,0.282915
contact_mode_shift,cbf_safety_filter,4,192,0.520833,0.098958,0.228079,0.220631,0.193405,0.245985,0.695210,0.179746,0.201460,0.609722,0.108145,0.326687
contact_mode_shift,cbf_safety_filter,5,192,0.531250,0.151042,0.227720,0.221126,0.194717,0.249309,0.694336,0.181448,0.201648,0.611451,0.107860,0.303934
contact_mode_shift,cbf_safety_filter,6,192,0.531250,0.109375,0.229665,0.223594,0.194528,0.246124,0.692770,0.181431,0.201618,0.609183,0.110143,0.328978
contact_mode_shift,cbf_safety_filter,7,192,0.567708,0.182292,0.227801,0.222553,0.194012,0.247513,0.694714,0.181471,0.200968,0.608700,0.108794,0.321011
contact_mode_shift,cbf_safety_filter,8,192,0.484375,0.145833,0.228017,0.223913,0.194334,0.248260,0.694293,0.183306,0.201413,0.610286,0.108940,0.259543
contact_mode_shift,cbf_safety_filter,9,192,0.500000,0.098958,0.228384,0.224646,0.194231,0.248511,0.694358,0.180860,0.200515,0.609609,0.107935,0.304199
contact_mode_shift,confidence_threshold_shared_control,0,192,0.218750,0.270833,0.402488,0.780816,0.295684,0.378559,0.384445,0.336609,0.270883,0.419177,0.061466,-0.332826
contact_mode_shift,confidence_threshold_shared_control,1,192,0.286458,0.234375,0.402018,0.778767,0.294599,0.378156,0.386277,0.335835,0.271001,0.419731,0.062148,-0.241459
contact_mode_shift,confidence_threshold_shared_control,2,192,0.244792,0.239583,0.404295,0.778944,0.294741,0.378718,0.385769,0.336075,0.271121,0.419994,0.061735,-0.287121
contact_mode_shift,confidence_threshold_shared_control,3,192,0.291667,0.218750,0.403869,0.776491,0.296630,0.376079,0.385673,0.334680,0.270343,0.420380,0.062089,-0.226488
contact_mode_shift,confidence_threshold_shared_control,4,192,0.229167,0.265625,0.403637,0.778410,0.294675,0.374729,0.385485,0.335486,0.268590,0.419861,0.061621,-0.318074
contact_mode_shift,confidence_threshold_shared_control,5,192,0.239583,0.307292,0.404197,0.779454,0.294056,0.378550,0.385850,0.336714,0.271268,0.420035,0.062197,-0.334334
contact_mode_shift,confidence_threshold_shared_control,6,192,0.255208,0.265625,0.403713,0.776580,0.294990,0.378117,0.386176,0.334871,0.270360,0.419609,0.062169,-0.291952
contact_mode_shift,confidence_threshold_shared_control,7,192,0.182292,0.328125,0.403577,0.778297,0.295293,0.377371,0.384495,0.335327,0.272584,0.420562,0.062220,-0.404136
contact_mode_shift,confidence_threshold_shared_control,8,192,0.250000,0.286458,0.404148,0.779867,0.296473,0.378920,0.383189,0.335348,0.270856,0.419273,0.061906,-0.311595
contact_mode_shift,confidence_threshold_shared_control,9,192,0.281250,0.307292,0.401515,0.778259,0.293969,0.377231,0.387889,0.336623,0.271542,0.419946,0.062026,-0.291366
contact_mode_shift,controller_fusion_prior,0,192,0.161458,0.333333,0.524241,0.367675,0.297588,0.348575,0.240082,0.192420,0.282916,0.318705,0.261421,-0.353989
contact_mode_shift,controller_fusion_prior,1,192,0.192708,0.348958,0.523616,0.364682,0.294804,0.346743,0.241327,0.190733,0.279396,0.318811,0.263371,-0.330618
contact_mode_shift,controller_fusion_prior,2,192,0.130208,0.296875,0.524418,0.367803,0.297628,0.349079,0.239263,0.192333,0.279894,0.317453,0.260693,-0.362834
contact_mode_shift,controller_fusion_prior,3,192,0.171875,0.312500,0.524748,0.365535,0.295395,0.348057,0.240401,0.191308,0.281051,0.319299,0.261931,-0.329719
contact_mode_shift,controller_fusion_prior,4,192,0.145833,0.322917,0.522061,0.368150,0.296637,0.346550,0.241967,0.191693,0.278466,0.319349,0.261079,-0.362106
contact_mode_shift,controller_fusion_prior,5,192,0.187500,0.281250,0.524502,0.367128,0.295695,0.347027,0.242687,0.191989,0.280717,0.319774,0.262313,-0.294850
contact_mode_shift,controller_fusion_prior,6,192,0.171875,0.312500,0.524423,0.367276,0.295723,0.347735,0.239806,0.191002,0.281042,0.319508,0.260915,-0.330086
contact_mode_shift,controller_fusion_prior,7,192,0.177083,0.348958,0.524126,0.366446,0.297632,0.349839,0.237551,0.190595,0.281996,0.320498,0.262424,-0.347907
contact_mode_shift,controller_fusion_prior,8,192,0.177083,0.385417,0.523566,0.366908,0.296700,0.348464,0.242876,0.189790,0.282815,0.321279,0.262292,-0.369661
contact_mode_shift,controller_fusion_prior,9,192,0.130208,0.281250,0.523750,0.366512,0.294736,0.348011,0.240494,0.190929,0.280421,0.319456,0.262155,-0.351839
contact_mode_shift,fixed_human_teleoperation,0,192,0.218750,0.234375,0.367495,0.997650,0.311976,0.216735,0.437039,0.435178,0.251010,0.499033,0.048565,-0.342352
contact_mode_shift,fixed_human_teleoperation,1,192,0.265625,0.286458,0.366753,0.997368,0.309777,0.217781,0.439835,0.434793,0.250530,0.498347,0.048332,-0.327026
contact_mode_shift,fixed_human_teleoperation,2,192,0.218750,0.286458,0.366308,0.997449,0.313662,0.219761,0.437653,0.435826,0.251072,0.499109,0.048399,-0.374947
contact_mode_shift,fixed_human_teleoperation,3,192,0.223958,0.270833,0.366073,0.996480,0.311785,0.218492,0.437430,0.435129,0.250823,0.500259,0.048494,-0.359255
contact_mode_shift,fixed_human_teleoperation,4,192,0.197917,0.229167,0.366575,0.997518,0.309860,0.215774,0.439125,0.436023,0.250620,0.498727,0.048534,-0.359157
