seed,split,task,ablation,episode,task_success,safety_violation,authority_regret,human_burden,late_handoff,handoff_churn,recovery_success,intervention_cost,boundary_calibration_error,override_precision,unsafe_autonomy,robust_utility,risk_estimate
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,3,1.000000,0.000000,0.327142,0.589419,0.286445,0.395087,0.594391,0.317718,0.338934,0.443971,0.108980,0.699292,0.370726
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,4,1.000000,0.000000,0.350706,0.679844,0.293036,0.404440,0.573662,0.342375,0.351421,0.458353,0.077729,0.665398,0.357603
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,5,0.000000,0.000000,0.328409,0.614443,0.274526,0.357489,0.593067,0.320446,0.333585,0.449406,0.097681,-0.300991,0.346736
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,6,1.000000,0.000000,0.315045,0.598263,0.234191,0.404653,0.611091,0.337127,0.315365,0.477903,0.097846,0.706801,0.328847
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,7,1.000000,1.000000,0.330918,0.607279,0.275491,0.377921,0.573814,0.329315,0.304966,0.466190,0.103609,0.075068,0.358794
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,8,0.000000,0.000000,0.331145,0.576697,0.271935,0.393293,0.609049,0.309667,0.318465,0.483586,0.116225,-0.294141,0.361805
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,9,1.000000,0.000000,0.337158,0.633542,0.262896,0.423598,0.588470,0.331678,0.353450,0.433946,0.088463,0.684675,0.343886
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,10,1.000000,0.000000,0.351206,0.633616,0.296713,0.430184,0.581681,0.318630,0.337103,0.446044,0.101957,0.675706,0.379866
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,11,0.000000,0.000000,0.335074,0.603824,0.275099,0.416649,0.584664,0.319614,0.338067,0.436690,0.104922,-0.307888,0.372289
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,12,1.000000,1.000000,0.343205,0.628444,0.292164,0.379406,0.575402,0.328493,0.324475,0.460771,0.097456,0.064280,0.370666
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,13,1.000000,0.000000,0.351697,0.601826,0.255031,0.428537,0.604122,0.337611,0.322974,0.481607,0.109691,0.689977,0.369931
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,14,0.000000,0.000000,0.340118,0.627968,0.292585,0.408612,0.579726,0.326085,0.311778,0.450410,0.096399,-0.317819,0.347968
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,15,0.000000,0.000000,0.348659,0.633431,0.228965,0.417968,0.604063,0.319249,0.340905,0.442998,0.094242,-0.309579,0.367804
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,16,1.000000,0.000000,0.376331,0.613162,0.280710,0.404323,0.582844,0.333376,0.328720,0.465159,0.100682,0.678616,0.372530
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,17,1.000000,1.000000,0.329845,0.613827,0.257198,0.395583,0.591201,0.327754,0.317702,0.487513,0.104099,0.076120,0.366776
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,18,0.000000,0.000000,0.336054,0.595176,0.263493,0.361967,0.603906,0.313407,0.329840,0.479446,0.109534,-0.295479,0.366807
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,19,0.000000,0.000000,0.337942,0.620965,0.272707,0.379950,0.591282,0.323589,0.305152,0.463926,0.098280,-0.307800,0.350671
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,20,0.000000,0.000000,0.342445,0.632212,0.324379,0.388159,0.587884,0.343423,0.317227,0.434054,0.102331,-0.323133,0.397661
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,21,0.000000,0.000000,0.314470,0.559127,0.293639,0.372019,0.609928,0.304670,0.328857,0.491136,0.104754,-0.286105,0.329997
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,22,0.000000,1.000000,0.337058,0.658987,0.295143,0.411513,0.582995,0.337456,0.331510,0.440676,0.087894,-0.946132,0.349665
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,23,0.000000,0.000000,0.345328,0.635903,0.305029,0.456841,0.564499,0.338843,0.336865,0.452167,0.098001,-0.331299,0.354143
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,24,0.000000,0.000000,0.352917,0.626020,0.293805,0.418350,0.585918,0.314369,0.331988,0.447150,0.104078,-0.320248,0.373783
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,25,1.000000,0.000000,0.339175,0.622088,0.293719,0.432463,0.583563,0.327945,0.347440,0.449737,0.097285,0.680905,0.363797
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,26,1.000000,0.000000,0.325104,0.617987,0.290510,0.410491,0.596061,0.331524,0.321934,0.476529,0.104544,0.689199,0.376816
1,low_signal_high_risk_shift,contact_door_opening,minus_boundary_uncertainty,27,0.000000,0.000000,0.332373,0.636571,0.288485,0.398440,0.610905,0.331039,0.328744,0.452906,0.092007,-0.314072,0.366782
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,0,1.000000,0.000000,0.318058,0.656333,0.268638,0.401823,0.459778,0.307065,0.290394,0.467494,0.077149,0.677840,0.326265
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,1,1.000000,1.000000,0.324403,0.626866,0.297510,0.362919,0.468298,0.323422,0.290485,0.493258,0.083418,0.062421,0.307349
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,2,1.000000,0.000000,0.331159,0.647076,0.278549,0.353848,0.468194,0.314302,0.291916,0.459227,0.073172,0.680908,0.313388
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,3,0.000000,1.000000,0.324865,0.646803,0.261448,0.393875,0.500021,0.320164,0.294995,0.480501,0.077214,-0.937560,0.325226
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,4,0.000000,0.000000,0.332431,0.625779,0.287592,0.391287,0.462246,0.302313,0.275594,0.474768,0.080260,-0.319516,0.294810
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,5,1.000000,0.000000,0.323171,0.597764,0.286683,0.352702,0.443334,0.309046,0.290049,0.483693,0.093456,0.692113,0.325949
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,6,1.000000,0.000000,0.321299,0.600216,0.229937,0.375245,0.496347,0.307382,0.295652,0.474532,0.082457,0.702774,0.289828
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,7,0.000000,0.000000,0.342558,0.609010,0.259334,0.353346,0.463890,0.299501,0.281551,0.498810,0.086781,-0.308536,0.314412
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,8,1.000000,1.000000,0.325495,0.607104,0.264240,0.368682,0.469473,0.293389,0.282046,0.489427,0.086818,0.074620,0.316290
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,9,0.000000,0.000000,0.319412,0.631229,0.258128,0.376309,0.491390,0.318063,0.303151,0.490754,0.081409,-0.310301,0.308901
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,10,1.000000,0.000000,0.338038,0.624064,0.261635,0.388752,0.470754,0.320506,0.313974,0.462424,0.089437,0.682813,0.328647
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,11,1.000000,0.000000,0.319986,0.636989,0.267245,0.383918,0.473509,0.317153,0.276288,0.493050,0.087800,0.684462,0.337532
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,12,0.000000,0.000000,0.340136,0.653506,0.266007,0.355763,0.474539,0.326046,0.290295,0.470782,0.081907,-0.321770,0.330458
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,13,1.000000,0.000000,0.314535,0.622395,0.282945,0.366786,0.444683,0.322193,0.281315,0.503190,0.087211,0.686061,0.330673
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,14,0.000000,0.000000,0.318474,0.616993,0.274387,0.369650,0.486082,0.310039,0.280432,0.465697,0.091915,-0.308074,0.332612
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,15,0.000000,0.000000,0.308179,0.631549,0.269132,0.412140,0.469353,0.310735,0.289133,0.489049,0.086805,-0.314660,0.319223
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,16,1.000000,0.000000,0.320874,0.609584,0.268102,0.355432,0.481142,0.309914,0.289115,0.470560,0.093344,0.695433,0.339580
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,17,1.000000,0.000000,0.315996,0.600693,0.273749,0.386212,0.484473,0.306704,0.281589,0.491038,0.090653,0.694777,0.301580
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,18,0.000000,1.000000,0.303487,0.588435,0.251635,0.368435,0.495259,0.317837,0.293341,0.495034,0.091516,-0.913733,0.302990
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,19,1.000000,1.000000,0.325814,0.624701,0.272937,0.350548,0.492978,0.303346,0.277674,0.459547,0.087674,0.071986,0.326433
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,20,0.000000,0.000000,0.331528,0.660920,0.286731,0.348612,0.443839,0.318196,0.294083,0.474660,0.079301,-0.325526,0.334834
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,21,0.000000,0.000000,0.337971,0.656572,0.257031,0.326923,0.488230,0.311177,0.301316,0.482457,0.079239,-0.314485,0.333581
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,22,1.000000,1.000000,0.336913,0.652302,0.304136,0.405611,0.432261,0.318511,0.311936,0.480814,0.089560,0.044614,0.359780
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,23,0.000000,0.000000,0.308794,0.656521,0.273236,0.369341,0.479804,0.313790,0.290130,0.460581,0.079797,-0.315797,0.321689
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,24,0.000000,0.000000,0.328712,0.667342,0.271717,0.383606,0.475715,0.306379,0.307383,0.483115,0.075943,-0.324428,0.314860
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,25,0.000000,0.000000,0.310932,0.627126,0.278067,0.376372,0.469632,0.328982,0.292526,0.473490,0.083890,-0.313226,0.331868
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,26,1.000000,0.000000,0.310760,0.643924,0.296524,0.374255,0.465465,0.327299,0.303736,0.462631,0.080386,0.679921,0.327805
1,low_signal_high_risk_shift,contact_door_opening,minus_recovery_feasibility,27,0.000000,1.000000,0.322383,0.603956,0.275352,0.364449,0.474026,0.308170,0.295675,0.487210,0.088541,-0.926230,0.314273
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,0,0.000000,1.000000,0.443144,0.801082,0.350148,0.454118,0.367897,0.306547,0.363189,0.330765,0.064691,-1.034786,0.425089
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,1,0.000000,1.000000,0.451286,0.799481,0.395843,0.414226,0.375328,0.332864,0.344544,0.357274,0.060037,-1.040999,0.395908
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,2,0.000000,1.000000,0.428587,0.822321,0.353118,0.446959,0.364624,0.309068,0.356170,0.306644,0.057593,-1.036375,0.390452
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,3,0.000000,1.000000,0.470604,0.792959,0.350547,0.427001,0.362815,0.312748,0.370198,0.329179,0.064904,-1.037538,0.411880
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,4,0.000000,0.000000,0.411139,0.812492,0.352325,0.456734,0.363178,0.325347,0.367172,0.320487,0.058854,-0.412443,0.400122
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,5,0.000000,0.000000,0.423583,0.768812,0.337181,0.407339,0.397916,0.326697,0.352162,0.333103,0.068444,-0.394077,0.407556
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,6,1.000000,1.000000,0.424640,0.753557,0.304030,0.430728,0.360715,0.310025,0.330459,0.347285,0.068368,-0.009491,0.385525
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,7,0.000000,0.000000,0.455714,0.776407,0.334499,0.423972,0.360502,0.319421,0.339808,0.344826,0.069878,-0.407765,0.410236
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,8,1.000000,0.000000,0.439616,0.761444,0.337570,0.432469,0.365756,0.326818,0.317729,0.330887,0.072161,0.598021,0.392515
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,9,0.000000,1.000000,0.442416,0.774781,0.361833,0.452248,0.382275,0.327806,0.361548,0.297953,0.068807,-1.030913,0.417687
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,10,1.000000,1.000000,0.436577,0.781557,0.366898,0.457600,0.351416,0.316611,0.381189,0.292765,0.069757,-0.033881,0.430941
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,11,0.000000,0.000000,0.437130,0.784584,0.348641,0.453607,0.364336,0.335954,0.355760,0.326212,0.070364,-0.412246,0.426378
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,12,1.000000,1.000000,0.456111,0.751965,0.365355,0.457219,0.366845,0.343849,0.348476,0.324613,0.074379,-0.032860,0.413095
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,13,0.000000,0.000000,0.430718,0.813048,0.350376,0.434099,0.351076,0.345708,0.328912,0.363409,0.059082,-0.417448,0.383744
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,14,1.000000,1.000000,0.440485,0.764455,0.339685,0.445275,0.360472,0.315538,0.358165,0.316821,0.072439,-0.024089,0.420517
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,15,0.000000,1.000000,0.429141,0.767969,0.327352,0.441577,0.376407,0.303657,0.341849,0.342028,0.069181,-1.017217,0.389357
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,16,0.000000,0.000000,0.435717,0.782026,0.340264,0.429599,0.348815,0.301182,0.347416,0.359513,0.061981,-0.404823,0.389186
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,17,0.000000,0.000000,0.450198,0.763772,0.361981,0.432688,0.324658,0.294959,0.342839,0.344689,0.072367,-0.409218,0.405388
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,18,1.000000,1.000000,0.441639,0.795584,0.348148,0.443254,0.348875,0.335553,0.352423,0.340952,0.063395,-0.035890,0.416093
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,19,0.000000,0.000000,0.435397,0.810301,0.332096,0.420866,0.363732,0.344071,0.365621,0.322587,0.063133,-0.412269,0.425579
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,20,0.000000,1.000000,0.444498,0.814576,0.370857,0.434489,0.366544,0.324546,0.353181,0.308356,0.061039,-1.041230,0.420558
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,21,1.000000,1.000000,0.427701,0.788359,0.356101,0.414835,0.376641,0.319060,0.328802,0.330392,0.065536,-0.024662,0.402021
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,22,0.000000,0.000000,0.445453,0.784400,0.363926,0.432721,0.328329,0.325033,0.366122,0.335901,0.068884,-0.416011,0.424268
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,23,0.000000,0.000000,0.442135,0.767566,0.362788,0.439910,0.346390,0.333661,0.355188,0.314644,0.070440,-0.411240,0.404574
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,24,0.000000,0.000000,0.458232,0.779169,0.369719,0.458710,0.338745,0.320659,0.360694,0.335196,0.069659,-0.420725,0.415414
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,25,0.000000,0.000000,0.426005,0.812937,0.362198,0.455298,0.359131,0.312872,0.359475,0.330649,0.061268,-0.416750,0.428072
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,26,1.000000,0.000000,0.435962,0.791980,0.375505,0.467464,0.334017,0.322965,0.357173,0.331245,0.064421,0.579183,0.415410
1,low_signal_high_risk_shift,contact_door_opening,confidence_only_boundary,27,0.000000,0.000000,0.435434,0.791737,0.334503,0.455432,0.345183,0.315175,0.319698,0.315978,0.066733,-0.410950,0.421434
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,0,1.000000,0.000000,0.274841,0.268766,0.257091,0.279578,0.696615,0.192409,0.292195,0.540229,0.125836,0.828590,0.278933
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,1,0.000000,1.000000,0.258981,0.296740,0.282430,0.269536,0.669025,0.207980,0.274053,0.548171,0.119548,-0.800772,0.256493
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,2,0.000000,0.000000,0.244493,0.284463,0.262551,0.320925,0.671547,0.202896,0.299839,0.533293,0.126331,-0.176479,0.264189
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,3,0.000000,0.000000,0.252630,0.258271,0.231537,0.291052,0.710633,0.200655,0.276955,0.511439,0.129805,-0.160330,0.270118
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,4,1.000000,0.000000,0.255450,0.241199,0.257228,0.305339,0.654067,0.205003,0.284424,0.526921,0.137217,0.832278,0.266144
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,5,1.000000,0.000000,0.256075,0.279255,0.248580,0.298368,0.666809,0.210360,0.286601,0.510108,0.127042,0.825692,0.267784
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,6,0.000000,0.000000,0.242088,0.260044,0.224574,0.317474,0.653524,0.194705,0.266882,0.560862,0.133681,-0.164150,0.263523
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,7,1.000000,1.000000,0.235537,0.240938,0.244275,0.298455,0.687083,0.206631,0.273056,0.545694,0.124670,0.222696,0.238760
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,8,1.000000,0.000000,0.237900,0.246405,0.226681,0.284339,0.684948,0.213270,0.258689,0.514886,0.132325,0.844467,0.247852
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,9,1.000000,1.000000,0.267773,0.286366,0.244208,0.299739,0.708962,0.212822,0.281985,0.521043,0.133021,0.204722,0.277985
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,10,0.000000,0.000000,0.281181,0.278269,0.250115,0.332979,0.660384,0.211763,0.298428,0.509025,0.140211,-0.185401,0.294667
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,11,1.000000,0.000000,0.272348,0.278813,0.245349,0.298297,0.673595,0.194398,0.286006,0.516081,0.119594,0.824394,0.255012
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,12,1.000000,0.000000,0.268737,0.267016,0.242882,0.308623,0.679511,0.206007,0.283330,0.506221,0.115196,0.826596,0.252718
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,13,0.000000,0.000000,0.261976,0.266190,0.249938,0.312279,0.662708,0.225983,0.289745,0.526824,0.133030,-0.176425,0.264782
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,14,1.000000,1.000000,0.253340,0.282143,0.252258,0.298593,0.702978,0.210609,0.287136,0.521946,0.119328,0.207936,0.265285
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,15,1.000000,0.000000,0.252840,0.267478,0.236785,0.340208,0.677883,0.214809,0.261170,0.509103,0.135027,0.826635,0.271940
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,16,0.000000,1.000000,0.258925,0.243925,0.223064,0.274291,0.676115,0.200036,0.275454,0.515205,0.148517,-0.777793,0.278425
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,17,0.000000,0.000000,0.232685,0.245820,0.242974,0.299639,0.703827,0.222479,0.268321,0.533376,0.129985,-0.157942,0.258733
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,18,1.000000,1.000000,0.236114,0.266720,0.229670,0.301559,0.662561,0.211106,0.273005,0.541141,0.127383,0.215919,0.257651
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,19,0.000000,0.000000,0.253364,0.260698,0.238510,0.298543,0.671638,0.195240,0.271496,0.530830,0.115994,-0.165688,0.251492
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,20,0.000000,0.000000,0.270171,0.288168,0.275625,0.306731,0.681371,0.219563,0.284115,0.548172,0.132526,-0.185057,0.268699
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,21,0.000000,0.000000,0.255851,0.250173,0.258449,0.270551,0.688786,0.202351,0.274589,0.573198,0.122868,-0.162955,0.252087
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,22,0.000000,0.000000,0.276482,0.272978,0.276779,0.338896,0.669579,0.205202,0.301883,0.526080,0.133454,-0.186541,0.272857
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,23,0.000000,0.000000,0.250971,0.238975,0.256886,0.349057,0.664729,0.211000,0.271170,0.525540,0.134346,-0.171007,0.253886
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,24,0.000000,0.000000,0.266190,0.292874,0.283053,0.309445,0.677043,0.206949,0.288101,0.506855,0.116479,-0.185791,0.254067
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,25,1.000000,0.000000,0.269895,0.307570,0.281402,0.325894,0.685343,0.226803,0.286118,0.486469,0.133014,0.806725,0.275355
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,26,1.000000,0.000000,0.250342,0.292898,0.282312,0.332879,0.660170,0.202318,0.284119,0.532489,0.122805,0.814585,0.270724
1,low_signal_high_risk_shift,contact_door_opening,safety_only_boundary,27,0.000000,0.000000,0.255938,0.269562,0.240263,0.313623,0.693929,0.212763,0.288745,0.538297,0.127590,-0.170518,0.268862
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,0,0.000000,0.000000,0.241946,0.340870,0.237357,0.322564,0.761823,0.282765,0.255018,0.568901,0.138208,-0.186311,0.300673
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,1,1.000000,1.000000,0.240928,0.343484,0.254581,0.283768,0.740420,0.274673,0.263586,0.554870,0.124988,0.194313,0.275943
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,2,1.000000,0.000000,0.252034,0.328232,0.246848,0.309690,0.746399,0.267100,0.265558,0.558914,0.129296,0.814559,0.281876
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,3,0.000000,0.000000,0.225137,0.325422,0.248617,0.304861,0.742192,0.278702,0.268546,0.561535,0.119823,-0.179242,0.261370
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,4,0.000000,0.000000,0.237813,0.307239,0.249273,0.303320,0.768097,0.280604,0.267878,0.520059,0.126459,-0.176086,0.253608
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,5,1.000000,0.000000,0.235516,0.343614,0.220962,0.312794,0.736688,0.252997,0.263065,0.567053,0.123867,0.819400,0.274139
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,6,1.000000,0.000000,0.227912,0.277157,0.199555,0.280638,0.765760,0.256323,0.245548,0.556195,0.133934,0.846527,0.263744
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,7,0.000000,0.000000,0.253580,0.295797,0.212675,0.303464,0.773472,0.276474,0.248886,0.611208,0.145538,-0.170599,0.310702
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,8,1.000000,0.000000,0.254874,0.309837,0.237436,0.300794,0.744634,0.281119,0.232876,0.576806,0.133729,0.819294,0.268560
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,9,1.000000,0.000000,0.238309,0.297705,0.234718,0.319856,0.761358,0.268986,0.272251,0.554206,0.130780,0.827046,0.263719
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,10,0.000000,0.000000,0.266870,0.349382,0.213633,0.341351,0.768191,0.284677,0.277294,0.570639,0.136349,-0.192725,0.293214
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,11,0.000000,1.000000,0.252740,0.321525,0.214846,0.338838,0.723992,0.291429,0.264274,0.563052,0.134208,-0.806610,0.293372
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,12,1.000000,0.000000,0.243813,0.335810,0.244669,0.319151,0.735713,0.269791,0.250253,0.575062,0.131080,0.812885,0.270245
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,13,1.000000,0.000000,0.248435,0.314579,0.231226,0.303678,0.760238,0.265276,0.257412,0.558305,0.118730,0.823246,0.263885
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,14,1.000000,0.000000,0.237810,0.328191,0.214541,0.320234,0.758842,0.270768,0.262403,0.535291,0.137799,0.822658,0.289124
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,15,1.000000,0.000000,0.246240,0.323182,0.223804,0.323214,0.768530,0.278718,0.274174,0.565719,0.126929,0.819893,0.278949
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,16,1.000000,0.000000,0.254257,0.330350,0.210572,0.301966,0.737783,0.267601,0.261338,0.547158,0.133613,0.819487,0.294880
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,17,0.000000,0.000000,0.246891,0.323404,0.231025,0.291531,0.762123,0.281227,0.236596,0.578717,0.133023,-0.178440,0.282992
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,18,1.000000,0.000000,0.231306,0.333899,0.188768,0.312232,0.761746,0.269894,0.255158,0.583165,0.119558,0.828317,0.252419
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,19,1.000000,1.000000,0.234552,0.308135,0.196406,0.284618,0.764243,0.269477,0.250309,0.574384,0.131052,0.216022,0.257687
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,20,1.000000,0.000000,0.252188,0.314075,0.250272,0.294690,0.728433,0.291547,0.284180,0.564437,0.146508,0.815289,0.304585
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,21,1.000000,0.000000,0.242213,0.332193,0.227969,0.311937,0.751182,0.291912,0.237666,0.574036,0.135463,0.816716,0.283824
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,22,0.000000,1.000000,0.266478,0.319766,0.243985,0.345876,0.727148,0.286563,0.266047,0.539449,0.133806,-0.814391,0.286396
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,23,1.000000,0.000000,0.267091,0.309071,0.250759,0.312045,0.709161,0.284548,0.252562,0.586681,0.151057,0.809761,0.305140
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,24,0.000000,0.000000,0.265411,0.395001,0.260002,0.307586,0.770519,0.275681,0.266640,0.542674,0.124136,-0.205590,0.307018
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,25,0.000000,0.000000,0.263517,0.369033,0.264303,0.320222,0.755966,0.290797,0.277012,0.551721,0.131096,-0.203765,0.292394
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,26,0.000000,0.000000,0.253117,0.330806,0.249917,0.321705,0.761235,0.291729,0.258529,0.549141,0.129317,-0.189538,0.289195
1,low_signal_high_risk_shift,contact_door_opening,mpc_only_boundary,27,0.000000,0.000000,0.256848,0.300519,0.219175,0.331149,0.786016,0.273794,0.252234,0.561491,0.137666,-0.175641,0.271878
